Geo Point,Geo Shape,road_segment,location,latitude,asset_id,history,owner_type,description,object_type,art_date,inscription,longitude,company,service_manager,makers,property,classification,title
"-37.82115251478746, 144.96423807327005","{""coordinates"": [144.96423807327005, -37.82115251478746], ""type"": ""Point""}",Southbank Promenade between Riverside Quay and Southbank Promenade,Riverside Quay Reserve,144.96423807327005,1088256,,Owned,"Originally, Fault Line, created for its Southbank site, comprised a 70-metre granite path to the river's edge, a derelict wooden jetty, a sandstone-veneer `ruin' and two bronze half-figures and a rowboat. The sculpture reflected Hossein Valamanesh's abiding interest in memory, destruction and survival. <br><br>Fault Line was partially decommissioned in 2007. By then, the two figures had already been irreparably damaged and were removed, and the sandstone `ruin' at the southern extremity had become impossible to maintain and keep safe. The regrettable decision was made to decommission these elements of the work, along with the bronze rowing boat and single oar that had not been stolen. In an effort to retain some presence of the `ruin', a trace of its plan was made using the original sandstone. This memory trace is flush with the surrounding ground surface. The boat and remaining oar have been stored offsite.<br><br>Unveiled 6 October 1996<br>",Sculpture,1996,FAULTLINE / HOSSEIN VALAMANESH / 1996,-37.82115251478746,City of Melbourne,Arts & Culture Branch,"Valamanesh, Hossein",Riverside Quay Reserve,Sculpture,Faultline
"-37.80376916863335, 144.97213425650625","{""coordinates"": [144.97213425650625, -37.80376916863335], ""type"": ""Point""}",,Exhibition Building & Melbourne Museum,144.97213425650625,1091293,,Owned,"Lie of the Land comprises seven sandstone pillars standing some three metres high. Each pillar is inscribed with a commodity that John Batman lists in his diary as an item he traded with Wurundjeri elders in 1835 to secure 600,000 acres of their land around Port Phillip Bay: `blankets', `knives', `looking glasses', `tomahawks', `beads', `scissors' and `flour'. Knowles' soundscape accompanies this compelling work, with Batman's entry on the controversial exchange read out in Woiwurrung ' the local Indigenous language ' and several other languages representing the ethnic groups present in Australia around the time of settlement. The etched pillars are a powerful symbol; tombstone-like, they speak the fate of many Indigenous people through the process of settlement and colonisation.<br><br>Lie of the Land was commissioned by the City of Melbourne to coincide with the Australian Reconciliation Convention, held in Melbourne in May 1997, and the 30th anniversary of the 1967 referendum, which gave Indigenous Australians the right to vote. The sculpture was originally sited outside the Town Hall on Bourke Street and was later moved to a forecourt of Melbourne Museum.<br><br>Placed near the entrance to Melbourne Museum, this sculpture also speaks eloquently of the relationship this institution once had with Indigenous peoples, collecting often-sacred items and relics, and at times by inappropriate means. In relation to the historical and political nature of this work, Fiona Foley has stated, `As the history has been written by the victors, it is only now that the silent histories of the Indigenous populations are given a voice'.<br><br>Launched 19 May 1997",Sculpture,1997,,-37.80376916863335,City of Melbourne,Arts & Culture Branch,"FOLEY, Fiona; KNOWLES, Chris",Exhibition Building & Melbourne Museum,Sculpture,Lie of the Land
"-37.78892811780881, 144.95605810687638","{""coordinates"": [144.95605810687638, -37.78892811780881], ""type"": ""Point""}",,Royal Park,144.95605810687638,1086725,,Owned,"On 20 August 1860, some 15,000 Melburnians gathered at Royal Park to farewell the 18 members of the Victorian Exploring Expedition, led by Robert O'Hara Burke. This stone cairn marks the expedition's departure point.<br><br>Soon after the tragedy, a fence was placed around a tree near their departure point. In 1890, the fence was removed and this cairn was erected about 180 metres east of the tree.<br>",Cairn,1890,Plaque: `This memorial has been erected / to mark the spot from whence the / Burke and Wills / Expedition started on the 20th August 1860 / After successfully accomplishing their mission / the two brave leaders perished on their return / journey at Coopers Creek in June 1861.',-37.78892811780881,City of Melbourne,Arts & Culture Branch,Unknown,Royal Park,Sculpture,Burke & Wills Cairn
"-37.82007937885384, 144.96296054938466","{""coordinates"": [144.96296054938466, -37.82007937885384], ""type"": ""Point""}",Sandridge Rail Bridge between Southbank Promenade and Flinders Walk,"Queensbridge Square approximately 16m NE of Sandridge Rail Bridge, Southbank, 3006",144.96296054938466,1092435,<br><br><br>,Owned,"The Travellers celebrates Indigenous presence and the meeting of cultures through migration. It comprises ten large-scale sculptures, each approximately 7.5 metres tall and collectively incorporating 3.7 kilometres of stainless steel. Nine of the ten figures are motorised and at regular intervals move along the length of Sandridge Bridge, sited near a former Aboriginal meeting ground and near the landing point where many early migrants stepped ashore. Built in 1888, the bridge is the third to occupy this site, the original constructed in 1853.<br><br>Each of the ten figures comprising the work represents a phase of arrival, as historian James Jupp has defined these. The figures, graphic and abstracted in form, are Gayip (Aboriginal period); First Settler (convict period); Melbourne Beauty (gold rushes); Walker and His Tucker Bag (assisted migration); Shelter (displaced persons); Urban Wheel (European migration); Running Couple (refugees); Butterfly Girl (Asian and Middle Eastern migration); Technoman (students and professionals); and Walking Sun (multiculturalism). Below the figures, a series of etched glass panels stretch across the bridge, a component in this history of migration to Australia <br><br>This work was commissioned by the City of Melbourne and Victorian government, and launched in 2005.",Sculpture,2005,,-37.82007937885384,City of Melbourne,Arts & Culture Branch,"Karam, Nadim <br>",Queensbridge Square,Sculpture,The Travellers
"-37.822153249778246, 144.9709506469274","{""coordinates"": [144.9709506469274, -37.822153249778246], ""type"": ""Point""}",,Queen Victoria Gardens,144.9709506469274,1086730,,Owned,"Winged figure positioned in a pond.<br>Baroness Yrsa Von Leister's winged figure reaches some three metres above the waters of a pond in Queen Victoria Gardens. Originally associated with ancient Egyptians' longings for immortality, the phoenix in Christianity has long been linked to resurrection and everlasting life. Von Leister sculpted the symbolic figure for the Roman Catholic archdiocese of Melbourne following the 40th International Eucharistic Congress, held here in 1973. Archbishop Cardinal Knox then donated the work to the Melbourne City Council for the support it had shown during the congress. <br><br>Von Leister flew to Australia to complete finishing touches to the rough-hewn sculpture prior to its unveiling. In March 1976, the Most Reverend T.F. Little gifted the sculpture to the citizens of Melbourne on behalf of the Melbourne Diocesan Historical Commission. He said, `The ' phoenix is accepted throughout the world as symbolising everlasting life. It glorifies Him who is truth and eternal life.' <br><br><br>",Sculpture,1973,THE PHOENIX / SCULPTED BY YRSA VON LEISTER / A GIFT TO THE CITY OF MELBOURNE / FROM THE 40TH INTERNATIONAL EUCHARIST CONGRESS / MELBOURNE - FEBRUARY 1973,-37.822153249778246,City of Melbourne,Arts & Culture Branch,"Leister, Baroness Yrsa Von",Queen Victoria Gardens,Sculpture,The Phoenix
"-37.8143735830792, 144.974719996297","{""coordinates"": [144.974719996297, -37.8143735830792], ""type"": ""Point""}",,"Treasury Gardens approximately 10m East of 2-18 Spring Street, East Melbourne, 3002",144.974719996297,1086523,,Owned,"Standing figure of Robert Burns cast in bronze. The over life-size figure is depicted in tails and breeches with arms folded across the chest suggesting a powerful spirit. The psychology of the face reveals one of deep concentration. The figure stands on a square bronze plinth that is fixed to a large four-sided stepped granite pedestal. On each face of the pedestal is a bronze relief.<br><br>The cost of the work, cast in London, was approximately 1000 pounds. Nearly every Scotsman in Melbourne was said to have contributed to the cost of the work. The statue was originally located on the west side of St Kilda Road where Sir John Madden, Lieutenant Governor, unveiled the statue on 23 January 1904. The statue was moved to its current site in the Treasury Gardens in 1970 due to a change in the profile of St Kilda Rd with both the developments of the NGV and the Victorian College of the Arts occurring in the area. The Robert Burns Memorial remains an important symbol of the contribution that Scottish immigrants made to the early development of Victoria; many of the first graziers and squatters in Gippsland and the Western District were of Scottish descent. The memorial is a uniting symbol for the Melbourne''''''''s Scottish community and is an important part of Melbourne''''''''s cultural heritage.<br><br>Poet Robert Burns is perhaps one of the most famous characters in Scottish history. His importance is immense, not only in terms of his work, but for his influence on the poetry and culture of Scotland. Robert Burns was born on 25th January 1759, in the tiny village of Alloway, Ayrshire, near Ayr on the West Coast of Scotland. The son of a poor peasant farmer, Burns grew up in abject poverty and was forced labour long hours throughout his childhood.  Despite their poverty Burns'''''''' father recognised the value of education and contracted the services of local teacher, John Murdoch.  From an early age it was apparent that Burns was a gifted scholar, writing his first piece Handsome Nell (a poem about his first love and the first of many odes to women) at the age of 15. Unlucky in love Burns resolved to emigrate to the West Indies, intending to pay for his passage with the proceeds from the publication of his first book, Poems, Chiefly in Scottish Dialect, published in 1786. The publication immediately captured the hearts of the Scottish public and was considered to be one of the greatest collections of poetry ever written. Enjoying his new found celebrity, Burns began to write profusely publishing many poems, among them perhaps his most famous piece Auld Lang Syne. Burns'''''''' appeal was universal; his words resonated with the ruling class, the educated and the common folk alike.  Love and sympathy were his greatest themes and he often paid tribute to the working class in his works. Burns died in extreme poverty of rheumatic fever in 1796 at the age of 37.<br>",Statue,1903,Bronze base right: G. Lawson Sc / London. 1903  <br>Bronze base left: Hollinshead and Burton Founders / Thames Ditton London <br>Plinth front: Erected / under the auspices / of the / Caledonian Society / Melbourne 1904,-37.8143735830792,City of Melbourne,Arts & Culture Branch,"Lawson, George Anderson",Treasury Gardens,Sculpture,Robert Burns Memorial
"-37.81026398841038, 144.9550390225417","{""coordinates"": [144.9550390225417, -37.81026398841038], ""type"": ""Point""}",,"Flagstaff Gardens approximately 38m South of City of Melbourne, Flagstaff Gardens Tennis Courts, Flagstaff Gardens, 311 William Street, West Melbourne, 3003",144.9550390225417,1086513,,Owned,"A dynamic bronze statue representing a llithe, vital youth and his pet lion cub playing boisterously together.  It captures them at the moment when the cub, crouching low is tugging fiercly at the youths cloak, entwined around his muscular arm.  In his right hand he clasps a decorated baton with an elephant head carved at the tip.  The statue sits atop a simple rectangular grey granite pedestal, which contains a bronze inscription.<br><br>Montford's The Court Favourite captures the action of a lithe youth playing with his boisterous pet lion cub. The cub crouches low and tugs fiercely at the youth's cloak. In his right hand the youth clasps a decorated baton, its handpiece a carved elephant head. <br><br>Councillor Baron Marks donated the statue to the Melbourne City Council. He had initially donated £200 towards statuary for Melbourne's parks and gardens, but when The Court Favourite became available he increased his donation to £400. The work was unveiled at a formal ceremony on 6 February 1930.",Sculpture,1930,"THE COURT FAVOURITE / PRESENTED TO THE CITY OF MELBOURNE / BY C.R. BARON MARKS, J.P., 1930",-37.81026398841038,City of Melbourne,Arts & Culture Branch,"Montford, Paul <br>",Flagstaff Gardens,Sculpture,The Court Favourite
"-37.81009689038864, 144.96416511332632","{""coordinates"": [144.96416511332632, -37.81009689038864], ""type"": ""Point""}",Swanston Street between Little Lonsdale Street and La Trobe Street,"Swanston Street between Little Lonsdale Street and La Trobe Street approximately 31m NE of Unit 1102, 339 Swanston Street, Melbourne, 3000",144.96416511332632,1086747,,Owned,"Jennifer McCarthy's sculpture comprises three poles painted in a colourful, highly decorative style. This work is not considered permanent. The City of Melbourne commissioned the work as part of the Swanston Street Walk Public Art Project.",Sculpture,1992,,-37.81009689038864,City of Melbourne,Arts & Culture Branch,"McCarthy, Jennifer",,Sculpture,Painted Poles 1 [State Library of Victoria]
"-37.810801354472574, 144.95395452560433","{""coordinates"": [144.95395452560433, -37.810801354472574], ""type"": ""Point""}",,"Flagstaff Gardens approximately 88m NE of Haileybury City, Basement , Ground & Level 1-9, 383 King Street, West Melbourne, 3003",144.95395452560433,1091171,,Owned,"A sandstone obelisk. Originally a pointed section was on top, however this has since disappeared.<br><br>Flagstaff Gardens once had special significance for the people of Melbourne. It was a place of hope and a place of sorrow. Early colonists could sight incoming ships from this high point, which brought tangible links with the old country; and known as Burial Hill, it was also the city''''''''s first burial ground. This latter role is reflected well in the Gothic architecture of the memorial, for as if wrested from an English church it is a reminder that this final resting place for an estimated six early settlers is a long way from ''''''''home''''''''. <br><br>The rapid growth of Melbourne made the site unsuitable as a cemetery, so a new burial ground was established at what is now Queen Victoria Market. Save for two wattle trees, the graves of the first buried went unmarked until 1871. The Department of Public Works then commissioned a sandstone obelisk by Samuel Craven for this purpose, its pointed uppermost section now missing. The memorial was erected in April 1871, and at the time of its unveiling a large cross was cut into the lawns surrounding it. Its inscription reads: ''''''''Erected in 1871/ to the memory of/ some of the earliest of the pioneers of this colony/ whose remains were interred near this spot''''''''.<br>",Monument,1871,ERECTED IN 1871/TO THE MEMORY OF/SOME OF THE EARLIEST OF THE PIONEERS OF THIS COLONY/WHOSE REMAINS WERE INTERRED NEAR THIS SPOT,-37.810801354472574,City of Melbourne,Arts & Culture Branch,"CRAVEN, Samuel<br>",Flagstaff Gardens,Sculpture,Pioneer Monument
"-37.79759910577447, 144.96730652384852","{""coordinates"": [144.96730652384852, -37.79759910577447], ""type"": ""Point""}",Lygon Street between Faraday Street and Elgin Street,"Lygon Street between Faraday Street and Elgin Street approximately 7m North of Heartattack and Vine, 329 Lygon Street, Carlton, 3053",144.96730652384852,1091147,,Owned,"This small cast-iron fountain is named in honour of Dinny O'Hearn, an Irish-Australian literary critic and man of letters who had a long association with the nearby University of Melbourne. O'Hearn and much of Melbourne's literary establishment of his generation has also enjoyed a long association with Jimmy Watson's, the wine bar outside of which the fountain is sited. O'Hearn died in 1993, at the age of 56.<br><br>",Fountain,1981,Circular plaque: In memory of D. J. O''''Hearn  14.3.37 - 15.7.93 / `Dinny`/ Erected by his friends and the City of Melbourme,-37.79759910577447,City of Melbourne,Parks Services Branch,Unknown,,Memorials,Dinny O''''Hearn Fountain
"-37.80813550681884, 144.95764591736565","{""coordinates"": [144.95764591736565, -37.80813550681884], ""type"": ""Point""}",,"Queen Victoria Market approximately 20m South of Market Espresso & Trolley Hire, Trolley Hire, Queen Victoria Market, Victoria Street, Melbourne, 3000",144.95764591736565,1086726,,Owned,"Bluestone cairn with upper and lower plinths. A low fence surrounds the cairn.<br>John Batman is best known as a founding father of Melbourne. A prosperous Tasmanian farmer, he looked to Victoria to increase his grazing lands. In 1835, Batman made his controversial `treaty' with Wurundjeri elders and returned to Launceston to make arrangements for the new settlement. On returning to Victoria some months later, he found John Pascoe Fawkner had already settled the site of Melbourne. With his health declining, he settled on Batman's Hill, near the present site of the Southern Cross Railway Station. He died of syphilis just four years later in 1839.<br><br>Batman was buried in the old Melbourne cemetery (since 1922 the Queen Victorian Market), but no headstone marked his grave. When interest in Batman arose 40 years later it was near impossible to establish his burial place. Once found, a bluestone monument was erected in his memory. In 1922, the cemetery was de-registered and the monument moved to the north bank of the Yarra at Swan Street Bridge. Batman's remains were exhumed and re-interred in the Fawkner Cemetery, named, ironically, in honour of his archrival. The monument was later returned to its original site.<br>",Cairn,1881,Upper plinth: JOHN BATMAN / BORN AT PARRAMATTA N.S.W. 1800 / DIED AT MELBOURNE 6TH MAY 1839 / HE ENTERED PORT PHILLIP HEADS / 29TH MAY 1835 / AS LEADER OF AN EXPEDITION WHICH / HE HAD ORGANISED IN LAUNCESTON V.D.L. / TO FORM A SETTLEMENT AND FOUNDED ONE / ON THE SITE OF MELBOURNE THEN UNOCCUPIED<br>Brass plate attached to lower plinth: The city of Melbourne acknowledges that the historical events and perceptions referred to by / this memorial are inaccurate. An apology is made to indigenous people and to the traditional / owners of this land for the wrong beliefs of the past and the personal upset caused.<br>Lower plinth: THIS MONUMENT WAS / ERECTED / BY PUBLIC SUBSCRIPTION IN / VICTORIA / 1881 / CIRCUMSPICE / J W BROWN / CARLTON,-37.80813550681884,City of Melbourne,Arts & Culture Branch,"Brown, J. W.",Queen Victoria Market,Sculpture,John Batman Memorial
"-37.81295406528951, 144.96526492561978","{""coordinates"": [144.96526492561978, -37.81295406528951], ""type"": ""Point""}",Swanston Street between Bourke Street and Little Bourke Street,"Swanston Street between Bourke Street and Little Bourke Street approximately 7m NE of Haigh's Chocolates, Shop 6, 201 Swanston Street, Melbourne, 3000",144.96526492561978,1086749,,Owned,"Brass inlaid into bluestone pavers. <br><br>In 1988, Robert Jacks spent six months in Cornwall, England, during which he filled 28 sketchbooks with drawings based on graffiti from museums and the streets. Personal Islands takes its inspiration from those sketches, transforming the illicit art of graffiti into a sanctioned and more permanent form.<br><br>This work was commissioned on the 21st of September 1992 as part of the Swanston Street Walk Public Art Project and the City of Melbourne''''''''s Percent for Art Program.  The program, adopted in 1992, allocates one percent of the City of Melbourne''''''''s capital works budget to funding public art. Its goal was to enable ""public art to be successfully integrated into the fabric of design and development in the city.""<br><br><br><br>",Pavement inlay,1992,,-37.81295406528951,City of Melbourne,Arts & Culture Branch,"Jacks, Robert",,Sculpture,Personal Islands
"-37.77886822107428, 144.9611151855207","{""coordinates"": [144.9611151855207, -37.77886822107428], ""type"": ""Point""}",,"Princes Park approximately 93m West of Princes Park Carlton Bowls Club, Princes Park, 109 Bowen Crescent, Carlton North, 3054",144.9611151855207,1088068,,Owned,"Within Three Worlds comprises a bronze figure of a young girl looking out over a pond, in which three vessels sit. The figure represents Anna as a child, but is an `every child' that embodies the innocence of youth and possibilities of the future.<br><br>Angela Jane Esdaile was born in Melbourne at St Andrews Hospital on February 19, 1969 and was 24 years old when she died of acute asthma in December 1993, while walking with friends along Rye beach. She was a tireless community worker, who made a significant contribution to the community, particularly with regards to children and young adults. She organised her first community project when she was just 8 years old. Following Angela's death, her family donated funds towards a memorial artwork. In 1994, local artist Loretta Quinn was commissioned to undertake this work, which would commemorate Angela's contribution to the community, as well as those of all childcare workers.<br>",Sculpture,1995,Within three worlds/ Loretta Quinn/1994/ In memory of Angela Jane Esdaile/ 19 Feb 1969 - 28 Dec 1993,-37.77886822107428,City of Melbourne,Arts & Culture Branch,"Quinn, Loretta <br>",Princes Park,Sculpture,Within Three Worlds
"-37.82010166444847, 144.9594543545535","{""coordinates"": [144.9594543545535, -37.82010166444847], ""type"": ""Point""}",,"Enterprize Park approximately 54m East of Enterprize Park, 469-503 Flinders Street, Melbourne, 3000",144.9594543545535,1092434,,Owned,"Scar trees are found in many parts of Australia, physically marking the historical presence of Indigenous people. Scar trees are produced by the removal of bark for the purpose of making canoes, coolamons and shields, but also for more sacred purposes, such as to indicate a burial site. Significant cultural artefacts, scar trees are vectors for cultural identity, essential in establishing pre-contact occupation of an area and important in understanding traditional culture and practices. <br><br>Sited at Enterprize Park, on the northern bank of the Yarra River just west of Queens Bridge, Scar ' A Stolen Vision is a collaborative work by Indigenous artists that engages with the tradition of tree scarring. The installation symbolises the landscape marked by scar trees, articulating the presence of Indigenous people and their connection to country. The term `scar' links with wounds, healing and memory ' concepts embodied in the work. <br><br>Artistic director Kimba Thompson brought together seven visual artists to create contemporary works that convey tradition and underscore continuity with past practices. Karen Casey, Craig Charles, Glenn Romanis, Maree Clarke, Ray Thomas, Ricardo Idagi and Treahna Hamm worked on 30 pier poles recycled from the Docklands project along the Yarra. Carving, burning, painting and reshaping the poles, the artists impart stories relating to their culture, people and history through their own distinctive art practices ' essentially modern forms of tree scarring. <br><br>Scar was commissioned by the City of Melbourne as part of Federation events in Victoria, and was co-funded by Arts Victoria and the state government. It was first displayed in City Square in March 2001, at which time it included a soundscape by Lou Bennett and Peter Mumme, which layered the histories and communities of the scar poles with sounds that mimicked their production. The poles were relocated to Enterprize Park in 2003.",Sculpture,2001,,-37.82010166444847,City of Melbourne,,"Thompson, Kimba; Thomas, Ray; Romanis, Glenn; Hamm, Treahna; Idigi, Ricardo; Clarke, Maree; Casey, Karen; Charles, Craig; Bennett, Lou",Enterprize Park,Indigenous,Scar - A Stolen Vision
"-37.81712234813621, 144.9452797351126","{""coordinates"": [144.9452797351126, -37.81712234813621], ""type"": ""Point""}",Harbour Esplanade between Bourke Street and La Trobe Street,"Harbour Esplanade between Bourke Street and La Trobe Street approximately 71m NW of 119-129 Harbour Esplanade, Docklands, 3008",144.9452797351126,1092460,,Owned,"Kelly's surreal sculpture on Harbour Esplanade, near the Telstra Dome, is cast in five tonnes of bronze and stands eight metres high.<br><br>John Kelly's Cow Up a Tree at first seems something of a whimsical work, but the sculpture has its roots in serious historical events. The artist was inspired to create this work after seeing images of cows swept away during terrible flooding in Gippsland; when the floodwaters subsided the carcass of one cow was stranded high and dry in a tree. The work's other inspiration was in Australian artist William Dobell. With the beast's long neck and small head, Cow Up in a Tree is aesthetically linked to Dobell's Archibald Prize-winning portrait of Joshua Smith, a painting enmeshed in an infamous court case during World War II in which `art' was put on trial. But during the war Dobell worked in the area of camouflage, and one of his projects was to produce papier mâché cows to be placed on an airfield in the hope of foiling Japanese pilots. Kelly's sculpture brings these stories together, pondering the fate of Dobell's cows should the Gippsland flood have inundated the airfield.<br>",Sculpture,2000,,-37.81712234813621,City of Melbourne,,"Kelly, John<br>",,Sculpture,Cow Up A Tree
"-37.81452431106299, 144.9406088500888","{""coordinates"": [144.9406088500888, -37.81452431106299], ""type"": ""Point""}",Caravel Lane between Rakaia Way and Dopel Way,"Caravel Lane between Rakaia Way and Dopel Way approximately 4m NE of Lexy Group, 37 Caravel Lane, Docklands, 3008",144.9406088500888,1560969,,Not Owned,"This three-dimensional frieze is inspired by Sidney Nolan's 1946 Ned Kelly paintings. The Australian landscape is represented by the undulating façade walls, which are treated with a unique ""pixelated"" perforation method that produces complex shadow plays. The helmet-like corner nodes are references to the Kelly masks; they frame the mirrored sculptures within, reflecting a morphing vista of sunlight and sky that moves gently in silent tribute to the waves of the sea.",Artwork,2006,,-37.81452431106299,VicUrban,,Alexander Knox,,Unknown,Ned and Dan
"-37.81376751528837, 144.9827717629652","{""coordinates"": [144.9827717629652, -37.81376751528837], ""type"": ""Point""}",,"Fitzroy Gardens approximately 47m NW of Holy Trinity Anglican Church, 72-80 Clarendon Street, East Melbourne, 3002",144.9827717629652,1086731,,Owned,"Pyrmont sandstone sculpture depicting a boy sitting on the back of a pelican which has its wing outstrached.  The figure is perched atop a Pyrmont sandstone self-base.<br><br>A special art sub-committee was established in the 1930s to assist the City Council Parks and Gardens Committee select statuary appropriate for the City''''''''s Gardens. This sculpture is one that replaced the much deteriorated plaster statuary in Fitzroy Gardens, which Clement Hodgkinson had donated in the 1860s. It was one of three works created by Bowles for this purpose. This statue and his Mermaid and Fish were originally placed at the Clarendon Street entrance to the gardens on the 5 October 1936, while his Diana and the Hounds is sited at the conservatory. The head of the boy was replaced in 1973, the statue having fallen victim to vandalism.",Sculpture,1936,,-37.81376751528837,City of Melbourne,Arts & Culture Branch,"BOWLES, William Leslie",Fitzroy Gardens,Sculpture,Boy and Pelican
"-37.81147505688505, 144.95316544392688","{""coordinates"": [144.95316544392688, -37.81147505688505], ""type"": ""Point""}",Jeffcott Street between Spencer Street and King Street,"Jeffcott Street between Spencer Street and King Street approximately 12m North of Committo, Unit 501-502, 7 Jeffcott Street, West Melbourne, 3003",144.95316544392688,1088257,,Owned,"Cast in Fitzroy's Meridian Foundry, the sculpture consists of five naked figures, including an infant, balanced against half disks attached to a central column. Two of the disks feature iconography that links this `family' to both the domestic space and the city fabric. While this is a large piece set on an imposing concrete base, a certain lightness is achieved though the aerial poses of the figures.<br><br>In June 1995, Central Equity Homes commissioned Andrew Rogers to design a sculpture to locate outside their West Melbourne residential development. The 6.5-metre-high City Living is the result of that commission. City Living was donated to the City of Melbourne in 1996.<br>",Sculpture,1995,,-37.81147505688505,City of Melbourne,Arts & Culture Branch,"Rogers, Andrew",,Sculpture,City Living
"-37.81129433750379, 144.97316901010473","{""coordinates"": [144.97316901010473, -37.81129433750379], ""type"": ""Point""}",Intersection of Spring Street and Bourke Street,"Intersection of Spring Street and Bourke Street approximately 21m South of Victorian Parliament, 160 Spring Street, East Melbourne, 3002",144.97316901010473,1088168,,Owned,"This is one of several public artworks commissioned for the Another View walking trail, only some of which remain. The trail was created to recognise the shared history of particular city sites. Located outside Parliament House, this paving inlay uses `Ceremony', 1897 a painting by the last traditional ngurungaeta (elder) of the Wurundjeri-willam clan, William Barak, to reference the past of this site as a traditional ceremonial ground and a meeting place for the people of the Kulin nation.",Sculpture,1994,,-37.81129433750379,City of Melbourne,Arts & Culture Branch,"Thomas, Ray<br>Evans, Megan",,Sculpture,Another View Site 1
"-37.81510417049893, 144.96646930561022","{""coordinates"": [144.96646930561022, -37.81510417049893], ""type"": ""Point""}",Swanston Street between Collins Street and Little Collins Street,"Swanston Street between Collins Street and Little Collins Street approximately 25m NE of Chatime, Shop 7, Ground, 101 Swanston Street, Melbourne, 3000",144.96646930561022,1086748,,Owned,"The whaling, wool, cattle and maritime industries were all crucial to Melbourne's early development. To acknowledge the significance of these industries, City of Melbourne staff designed a set of brass pavement inlays that provide a modern interpretation of the symbols on the city's crest: the whale, cow, sheep and tugboat. The design is simple and bold, enabling each emblem to be easily read by passers-by. The work's intention is to highlight the role these industries played in the city's past, as well as the role the latter three continue to play.",Pavement inlay,1992,,-37.81510417049893,City of Melbourne,Arts & Culture Branch,City of Melbourne,,Sculpture,Coat of Arms
"-37.825114779701025, 144.97607623602647","{""coordinates"": [144.97607623602647, -37.825114779701025], ""type"": ""Point""}",,Kings Domain,144.97607623602647,1091172,,Owned,"Hugh Linaker's memorial garden is set in a circular depression, with a high wall of rough masonry covering the cutting at its southern end. This formal, symmetrical garden is traversed by a watercourse in the shape of a cross, which flows into a grotto carved into the cutting. Built into the grotto is a half-cupola lined with blue tiles, under which stands the small bronze statue of a woman by the sculptor Charles Web Gilbert. The garden was built by the Public Works Department.<br><br>In 1933, the Victorian government formed an all-male Centenary Celebrations Council in preparation for Melbourne's centenary the following year. The Women's Centenary Council was formed in an attempt to give the women of the state an influential role in the celebrations. At its first meeting, this council pledged to erect a suitable memorial to Victoria's pioneer women, and fundraising initiatives were established with the aim of developing a garden of remembrance in Kings Domain. The council's initiatives included the sale of a commemorative book and `sheets of remembrance' onto which anyone, for one shilling, could inscribe their own name, or that of an ancestor. This was very successful and thousands of names were gathered and then buried beneath the sundial in the garden. The work was carried out under the auspices of the Unemployment Relief Program during the Depression. <br><br>In November 1934, Victorian premier Thomas Argyle dedicated the garden, and in June 1935, Lady Huntingfield and the president of Women's Centenary Council, Mrs I.H. Moss, unveiled two bronze plaques.<br>",Garden/Sculpture,1934,"To honour the memory of the pioneer women of Victoria. This garden was dedicated by the Women''''''''s Centenary Council through public subscriptions on the 100th Anniversary of the foundation of the State, 1834-1934, unveiled June 8th by Mrs. I.H. Moss, Preside",-37.825114779701025,City of Melbourne,Arts & Culture Branch,"Linaker, Hugh <br><br>",Kings Domain,Memorials,Pioneer Women''''''''s Memorial
"-37.81371709478504, 144.98014070275568","{""coordinates"": [144.98014070275568, -37.81371709478504], ""type"": ""Point""}",,"Fitzroy Gardens approximately 89m NW of City of Melbourne, Sinclairs Cottage, Fitzroy Gardens, Wellington Parade, East Melbourne, 3002",144.98014070275568,1091183,,Owned,5 large basalt rocks - water flowing into a stream,Waterfall,c1933,,-37.81371709478504,City of Melbourne,Parks Services Branch,,Fitzroy Gardens,Memorials,Waterfall Fountain
"-37.802834190764166, 144.96638556021273","{""coordinates"": [144.96638556021273, -37.802834190764166], ""type"": ""Point""}",,Argyle Square,144.96638556021273,1091292,,Owned,"Shrine like architectural structure surmounted by life size bust of William Ievers. Architecture structure: bluestone steps grey Harcourt & red Finland granite. <br>Bust: white marble. Drinking element in base, under canopy.<br><br>Richardson sculpted three memorial fountains dedicated to the Ievers family, who donated them to the community in thanks for its support. William Jnr (1881-95), William Snr (1895-1901) and George Hawkins (1901-21) consecutively represented the Smith Ward over a period of 40 years. George Ievers proposed the fountains in 1913 as part of a beautification scheme coordinated by the Parks & Gardens Committee, of which he was a member. This was the first of the three memorials to be unveiled, which took place in August 1919.<br>",Memorial Drinking Fountain,1915,ERECTED BY COUNCILOR GEORGE HAWKINS IEVERS / IN MEMORY OF HIS FATHER / COUNCILLOR WILLIAM IEVERS J.P. / A RESIDENT OF CARLTON FROM 1855 TO 1901 / AND A REPRESENTATIVE OF SMITH WARD IN THE / IN MELB. CITY COUNCIL FROM 1895 ' 1901 / A GOOD FATHER AND CITIZEN / 1819 - 1901,-37.802834190764166,City of Melbourne,Parks Services Branch,"Richardson, Charles Douglas",Argyle Square,Memorials,William Ievers (Snr) Memorial Drinking Fountain
